customer_id,cohort_month,tenure_months,plan,monthly_charges,support_calls_last_90d,login_days_last_30d,churned
C01261,2023-09,39,Premium,102.66,2,10,0
C01262,2023-09,37,Premium,100.02,2,18,0
C01263,2023-08,29,Basic,34.01,0,14,0
C01264,2023-07,12,Premium,94.79,0,11,0
C01265,2023-12,25,Premium,98.32,2,14,0
C01266,2023-11,50,Premium,96.13,0,24,0
C01267,2023-05,4,Basic,23.85,3,5,1
C01268,2023-12,35,Basic,23.11,4,6,1
C01269,2024-04,46,Standard,50.52,1,3,0
C01270,2023-05,44,Premium,98.32,2,25,0
C01271,2023-07,24,Basic,37.99,0,8,0
C01272,2023-09,50,Premium,95.97,0,15,0
C01273,2023-07,5,Premium,91.29,2,22,0
C01274,2023-04,57,Premium,99.58,0,29,0
C01275,2023-06,8,Premium,104.81,4,27,1
C01276,2023-02,47,Standard,58.61,0,6,0
C01277,2023-08,38,Premium,107.18,1,21,0
C01278,2024-03,1,Standard,54.83,3,14,0
C01279,2024-02,52,Premium,111.42,2,24,0
C01280,2023-01,7,Premium,108.68,2,8,0
C01281,2023-08,52,Premium,105.2,0,21,0
C01282,2023-08,55,Standard,59.49,0,8,0
C01283,2024-02,39,Premium,98.16,2,23,0
C01284,2023-12,7,Standard,55.28,2,5,0
C01285,2024-03,49,Basic,26.26,4,29,0
C01286,2023-04,21,Basic,28.12,0,26,0
C01287,2024-06,21,Basic,24.11,0,23,0
C01288,2023-06,51,Basic,28.81,1,22,0
C01289,2023-02,2,Premium,104.34,0,21,1
C01290,2023-07,21,Premium,94.57,2,14,0
C01291,2024-06,46,Standard,61.77,2,20,0
C01292,2023-02,15,Standard,59.43,3,20,0
C01293,2024-06,12,Basic,32.97,1,16,0
C01294,2023-01,48,Standard,60.28,2,19,0
C01295,2024-04,34,Premium,91.44,4,11,0
C01296,2024-05,42,Standard,60.23,1,19,0
C01297,2023-08,56,Basic,33.12,0,17,0
C01298,2023-02,41,Premium,97.63,2,12,0
C01299,2023-10,11,Standard,61.26,2,13,0
C01300,2023-05,41,Standard,64.07,1,25,0
C01301,2023-10,46,Premium,92.91,3,9,1
C01302,2023-09,47,Basic,35.61,0,9,0
C01303,2023-06,32,Standard,66.25,2,14,0
C01304,2023-07,40,Standard,59.71,4,21,0
C01305,2023-01,55,Basic,34.19,3,0,1
C01306,2023-12,54,Basic,26.44,2,27,0
C01307,2023-09,30,Basic,29.23,3,7,0
C01308,2023-07,56,Premium,107.47,4,21,0
C01309,2023-10,15,Basic,35.61,3,0,1
C01310,2024-06,40,Standard,55.55,0,18,0
C01311,2024-06,58,Premium,98.07,2,2,0
C01312,2024-01,54,Basic,31.11,2,13,0
C01313,2023-08,19,Standard,52.5,2,10,0
C01314,2023-04,32,Basic,31.31,1,18,0
C01315,2023-05,41,Basic,32.91,0,11,0
C01316,2023-02,15,Basic,24.69,2,1,0
C01317,2023-01,51,Premium,100.28,1,21,0
C01318,2023-04,6,Basic,32.27,2,4,0
C01319,2023-12,1,Standard,45.78,2,17,0
C01320,2024-06,37,Standard,60.39,3,23,0
C01321,2024-02,11,Basic,30.96,0,9,0
C01322,2023-10,17,Premium,96.03,2,13,0
C01323,2023-02,19,Basic,32.14,5,13,1
C01324,2024-04,20,Standard,58.34,2,15,0
C01325,2023-01,58,Standard,64.61,0,12,0
C01326,2024-06,10,Basic,19.86,1,5,1
C01327,2024-06,41,Premium,96.26,3,11,1
C01328,2023-08,26,Basic,30.59,2,12,0
C01329,2023-11,42,Basic,35.85,2,19,0
C01330,2024-04,35,Basic,31.68,2,28,0
C01331,2024-04,54,Basic,28.84,1,6,1
C01332,2023-12,25,Basic,23.38,1,12,0
C01333,2023-10,10,Premium,91.29,0,14,0
C01334,2023-07,34,Standard,62.09,1,24,0
C01335,2024-06,41,Premium,98.18,2,16,0
C01336,2023-06,4,Basic,31.8,1,17,1
C01337,2023-05,15,Basic,32.91,1,14,0
C01338,2023-09,20,Premium,96.19,1,9,0
C01339,2024-04,57,Basic,25.02,2,17,0
C01340,2023-06,19,Basic,26.4,1,16,0
C01341,2023-11,22,Premium,102.78,1,35,0
C01342,2024-06,17,Standard,61.06,2,10,0
C01343,2023-08,11,Basic,33.43,2,22,1
C01344,2024-05,33,Basic,29.77,3,10,0
C01345,2024-06,18,Premium,93.86,1,15,0
C01346,2023-03,53,Standard,60.91,3,7,0
C01347,2024-05,43,Premium,96.1,3,21,0
C01348,2024-04,31,Basic,35.2,1,17,0
C01349,2023-02,54,Standard,66.69,0,22,0
C01350,2023-09,17,Premium,94.71,3,12,0
C01351,2023-03,6,Premium,109.16,2,20,0
C01352,2023-10,53,Basic,29.36,4,20,0
C01353,2023-03,27,Basic,35.74,2,0,0
C01354,2023-08,27,Basic,30.82,3,17,1
C01355,2023-07,17,Standard,53.58,0,14,0
C01356,2023-02,16,Standard,61.42,1,9,0
C01357,2023-11,50,Standard,56.63,3,21,0
C01358,2024-01,53,Premium,103.92,0,11,0
C01359,2023-04,41,Premium,99.22,2,16,0
C01360,2023-12,8,Premium,100.73,1,15,0
C01361,2023-04,30,Premium,108.67,0,8,0
C01362,2024-03,4,Premium,100.96,0,14,0
C01363,2023-05,37,Basic,34.23,2,30,0
C01364,2024-02,42,Basic,27.0,5,18,0
C01365,2023-12,9,Premium,92.09,2,2,0
C01366,2023-04,41,Standard,50.41,1,11,0
C01367,2024-03,33,Basic,30.17,0,18,1
C01368,2023-09,43,Standard,53.68,2,13,0
C01369,2023-05,23,Premium,102.91,2,24,0
C01370,2024-02,2,Standard,59.58,0,23,0
C01371,2023-08,15,Standard,58.89,3,21,0
C01372,2023-12,55,Basic,31.61,2,12,0
C01373,2023-04,15,Standard,55.97,1,10,0
C01374,2023-08,19,Standard,59.01,1,13,0
C01375,2023-02,4,Premium,85.87,1,13,0
C01376,2023-07,22,Premium,99.32,0,16,0
C01377,2024-06,17,Basic,29.26,1,10,0
C01378,2023-05,26,Basic,32.68,1,5,0
C01379,2024-01,4,Basic,36.29,0,16,0
C01380,2023-10,21,Standard,59.94,1,22,0
C01381,2023-07,44,Standard,62.1,0,36,0
C01382,2023-11,32,Basic,29.87,0,19,0
C01383,2023-01,7,Standard,66.74,1,26,0
C01384,2023-06,20,Basic,36.42,0,38,0
C01385,2024-03,33,Premium,98.3,3,14,0
C01386,2023-07,50,Basic,30.29,1,22,0
C01387,2023-07,44,Premium,101.17,1,17,0
C01388,2024-01,40,Premium,94.79,1,22,0
C01389,2023-07,52,Premium,101.09,1,19,0
C01390,2023-11,40,Premium,99.9,4,19,0
C01391,2023-11,11,Basic,35.15,4,4,1
C01392,2023-05,46,Standard,53.7,2,9,0
C01393,2024-05,30,Basic,24.27,1,27,0
C01394,2023-06,53,Premium,104.95,5,25,0
C01395,2023-02,48,Standard,60.9,5,19,1
C01396,2023-03,28,Basic,24.32,1,13,0
C01397,2023-06,29,Basic,35.54,2,2,0
C01398,2024-03,8,Premium,96.56,3,0,0
C01399,2023-12,59,Standard,57.33,1,21,0
C01400,2023-10,52,Basic,27.78,0,27,0
C01401,2023-06,31,Premium,95.68,1,2,1
C01402,2023-08,18,Standard,65.34,2,22,0
C01403,2024-01,29,Premium,102.2,3,16,0
C01404,2023-04,30,Premium,101.53,0,16,0
C01405,2024-01,9,Standard,57.37,5,18,1
C01406,2023-08,53,Standard,53.37,1,27,0
C01407,2024-01,43,Basic,29.05,2,28,0
C01408,2024-05,3,Standard,54.13,2,31,0
C01409,2023-07,12,Basic,30.72,2,19,0
C01410,2024-06,53,Premium,91.4,3,12,0
C01411,2024-05,5,Standard,53.23,2,5,0
C01412,2023-12,14,Premium,106.11,0,18,0
C01413,2023-06,15,Premium,100.67,1,26,0
C01414,2024-06,33,Standard,51.87,4,11,0
C01415,2024-01,7,Premium,96.13,4,15,1
C01416,2024-05,42,Premium,101.05,4,26,0
C01417,2023-04,15,Standard,68.28,1,15,0
C01418,2024-03,23,Premium,91.03,1,15,1
C01419,2024-05,20,Standard,52.93,2,21,0
C01420,2023-10,1,Basic,40.22,2,15,0
C01421,2024-03,44,Standard,60.43,3,17,0
C01422,2023-06,49,Premium,96.06,1,18,0
C01423,2024-01,55,Premium,109.64,0,0,0
C01424,2023-04,60,Premium,102.35,1,5,0
C01425,2023-02,27,Basic,37.53,2,0,0
C01426,2024-01,37,Basic,25.71,0,6,0
C01427,2023-08,57,Standard,60.66,3,14,0
C01428,2024-04,57,Standard,62.47,1,8,0
C01429,2024-01,28,Basic,30.01,1,14,0
C01430,2023-05,56,Standard,48.92,1,25,0
C01431,2023-01,26,Basic,33.71,2,5,0
C01432,2023-12,29,Standard,56.23,2,20,1
C01433,2024-06,1,Premium,96.72,5,11,1
C01434,2024-05,46,Basic,28.18,1,20,0
C01435,2023-02,33,Premium,103.95,3,22,1
C01436,2023-05,30,Standard,53.14,1,10,0
C01437,2023-01,42,Basic,33.45,1,15,0
C01438,2024-04,58,Premium,98.32,1,13,0
C01439,2024-05,32,Standard,65.94,2,0,0
C01440,2024-01,35,Premium,103.29,1,19,0
C01441,2023-12,34,Basic,25.26,1,11,0
C01442,2024-02,5,Standard,51.49,1,13,0
C01443,2024-06,57,Basic,22.76,0,16,0
C01444,2023-01,9,Premium,100.91,0,21,0
C01445,2023-10,58,Basic,34.41,1,27,0
C01446,2023-03,25,Standard,57.48,1,18,0
C01447,2023-03,27,Standard,59.65,6,15,0
C01448,2024-06,53,Standard,65.76,5,21,0
C01449,2024-01,27,Basic,29.12,1,12,0
C01450,2023-10,32,Basic,32.79,3,13,0
C01451,2023-07,35,Premium,106.78,2,12,0
C01452,2023-07,37,Basic,25.92,1,11,0
C01453,2024-05,44,Premium,101.17,4,16,0
C01454,2023-04,40,Premium,103.49,2,11,0
C01455,2023-03,26,Premium,95.65,0,22,0
C01456,2024-06,50,Standard,59.4,3,26,0
C01457,2023-06,29,Standard,53.91,2,6,0
C01458,2024-06,54,Standard,58.7,2,7,0
C01459,2024-03,4,Premium,99.13,1,5,1
C01460,2023-10,53,Standard,63.11,1,28,0
C01461,2023-05,4,Premium,99.78,1,19,0
C01462,2023-11,55,Standard,63.19,1,20,0
C01463,2024-03,38,Standard,55.55,1,17,0
C01464,2024-04,53,Standard,61.8,0,6,0
C01465,2024-02,39,Basic,34.7,2,18,0
C01466,2023-08,3,Standard,57.16,2,4,0
C01467,2023-02,8,Premium,102.99,2,2,1
C01468,2024-04,6,Standard,56.21,2,11,0
C01469,2023-02,25,Premium,92.98,0,6,0
C01470,2023-01,11,Basic,36.78,2,17,0
C01471,2024-02,16,Premium,109.09,4,5,0
C01472,2024-05,9,Basic,34.43,4,22,1
C01473,2023-11,16,Standard,55.42,3,16,1
C01474,2023-10,2,Premium,92.46,1,22,1
C01475,2024-01,17,Standard,53.25,0,23,0
C01476,2023-05,41,Basic,24.76,3,17,0
C01477,2023-06,58,Basic,26.36,2,23,0
C01478,2023-01,53,Premium,90.39,2,7,0
C01479,2023-07,7,Basic,30.61,4,15,0
C01480,2023-09,26,Standard,58.06,1,11,0
C01481,2023-11,22,Premium,98.93,2,4,1
C01482,2023-11,50,Standard,59.8,1,19,0
C01483,2023-08,40,Premium,97.54,1,16,0
C01484,2023-11,55,Premium,90.59,2,20,1
C01485,2023-06,39,Premium,92.84,2,19,0
C01486,2024-04,33,Premium,109.58,1,19,0
C01487,2023-02,32,Basic,21.56,1,13,0
C01488,2023-07,43,Premium,93.63,3,5,0
C01489,2023-07,7,Standard,53.08,1,18,0
C01490,2023-10,26,Basic,36.88,2,20,0
C01491,2024-05,12,Premium,103.92,3,21,0
C01492,2023-10,34,Premium,99.66,1,13,0
C01493,2023-01,39,Premium,105.05,0,12,0
C01494,2024-06,37,Premium,97.49,0,8,0
C01495,2023-08,37,Basic,24.98,1,21,0
C01496,2023-02,31,Basic,29.66,1,0,0
C01497,2024-04,38,Basic,31.14,3,13,1
C01498,2024-02,7,Basic,33.63,0,9,0
C01499,2023-02,35,Premium,103.0,1,9,0
C01500,2024-06,25,Premium,105.44,0,21,0
C01501,2023-11,30,Premium,94.47,2,9,0
C01502,2023-04,2,Basic,27.06,1,10,1
C01503,2024-04,52,Standard,55.32,3,13,0
C01504,2023-07,3,Standard,62.23,2,7,0
C01505,2024-04,35,Premium,107.61,3,0,1
C01506,2024-05,47,Premium,107.55,0,21,0
C01507,2023-07,40,Standard,62.68,1,12,0
C01508,2024-03,17,Basic,29.26,1,6,0
C01509,2024-03,4,Basic,25.91,0,16,0
C01510,2023-07,51,Standard,55.46,1,15,0
C01511,2023-01,33,Basic,23.99,2,27,0
C01512,2023-07,6,Standard,59.21,3,29,1
C01513,2024-02,59,Premium,104.89,0,0,0
C01514,2023-10,42,Premium,93.45,3,0,0
C01515,2023-09,8,Basic,33.63,1,14,0
C01516,2023-01,14,Basic,37.73,1,10,1
C01517,2024-06,45,Premium,93.09,1,21,0
C01518,2024-01,24,Premium,107.23,3,6,1
C01519,2023-07,59,Premium,97.56,3,11,0
C01520,2024-04,17,Premium,109.56,3,19,0
C01521,2023-10,40,Basic,26.49,0,10,0
C01522,2023-03,58,Basic,25.49,1,12,0
C01523,2023-10,29,Premium,96.08,0,11,0
C01524,2023-08,21,Standard,59.24,0,18,0
C01525,2023-09,21,Basic,27.29,2,23,1
C01526,2023-03,57,Standard,63.92,2,15,0
C01527,2023-06,13,Basic,30.69,2,14,0
C01528,2024-03,10,Basic,16.57,3,23,1
C01529,2024-04,10,Standard,53.87,3,10,0
C01530,2023-04,45,Standard,63.08,0,17,0
C01531,2023-11,4,Basic,35.47,1,19,0
C01532,2023-02,14,Premium,101.91,1,18,1
C01533,2024-05,22,Standard,64.37,2,7,0
C01534,2023-05,8,Standard,57.19,0,11,0
C01535,2024-01,18,Basic,34.24,0,17,0
C01536,2023-11,58,Standard,58.64,1,9,0
C01537,2024-01,15,Basic,24.49,1,8,0
C01538,2023-04,46,Basic,35.56,1,8,0
C01539,2023-02,54,Standard,57.15,2,32,0
C01540,2023-05,36,Premium,94.62,3,20,1
C01541,2023-02,33,Basic,31.73,1,2,0
C01542,2023-08,10,Basic,36.35,1,4,1
C01543,2023-09,30,Basic,24.19,1,29,0
C01544,2023-02,51,Premium,95.55,2,9,0
C01545,2023-01,33,Standard,52.7,1,17,0
C01546,2023-07,40,Standard,56.0,2,23,1
C01547,2024-03,9,Premium,102.06,1,23,1
C01548,2023-04,18,Standard,59.35,1,16,0
C01549,2024-03,24,Basic,33.48,2,14,0
C01550,2023-11,10,Premium,98.39,0,22,0
C01551,2023-08,25,Standard,57.29,0,19,0
C01552,2023-05,58,Basic,30.92,1,7,0
C01553,2023-10,28,Basic,22.4,1,13,0
C01554,2023-12,29,Standard,55.41,3,10,0
C01555,2023-04,59,Premium,105.89,0,17,0
C01556,2024-02,54,Basic,31.8,1,27,0
C01557,2023-11,58,Standard,59.93,1,14,0
C01558,2023-04,11,Basic,24.01,2,16,1
C01559,2023-11,53,Premium,96.96,3,19,1
C01560,2023-11,26,Basic,24.72,0,7,0
C01561,2024-06,26,Standard,54.26,4,5,0
C01562,2023-04,40,Standard,69.86,0,12,0
C01563,2023-05,5,Basic,26.31,0,17,0
C01564,2024-05,41,Premium,104.54,1,25,0
C01565,2023-07,18,Basic,22.47,0,29,0
C01566,2023-06,43,Standard,55.19,0,18,0
C01567,2023-11,40,Standard,61.63,2,23,0
C01568,2023-12,23,Standard,64.49,3,21,1
C01569,2023-11,33,Standard,59.88,1,25,0
C01570,2024-05,34,Standard,63.45,2,16,0
C01571,2023-02,41,Premium,92.73,1,9,0
C01572,2023-08,4,Standard,63.52,1,0,0
C01573,2024-05,36,Standard,60.43,1,25,0
C01574,2023-10,39,Premium,99.29,0,13,0
C01575,2023-10,54,Premium,95.06,1,18,0
C01576,2024-01,55,Basic,31.31,0,26,1
C01577,2023-02,51,Standard,59.79,3,24,0
C01578,2023-10,24,Premium,90.97,1,14,1
C01579,2023-05,44,Premium,102.77,1,19,0
C01580,2023-01,37,Premium,91.35,1,1,0
C01581,2024-03,1,Standard,62.38,3,0,1
C01582,2024-05,4,Premium,104.46,1,19,0
C01583,2023-01,22,Basic,26.93,6,7,1
C01584,2023-07,38,Basic,18.89,0,26,0
C01585,2024-03,25,Standard,65.89,2,12,1
C01586,2024-04,10,Premium,94.12,0,15,0
C01587,2024-06,23,Basic,28.96,1,22,0
C01588,2024-03,46,Basic,37.8,0,8,0
C01589,2023-05,7,Basic,26.65,6,13,0
C01590,2023-05,59,Basic,16.37,1,18,0
C01591,2024-05,34,Premium,94.52,2,24,0
C01592,2023-01,50,Premium,102.38,1,19,0
C01593,2023-06,6,Standard,56.05,0,10,0
C01594,2023-04,12,Basic,25.16,1,26,1
C01595,2023-03,53,Basic,39.5,2,9,0
C01596,2023-10,49,Standard,56.99,0,21,0
C01597,2024-05,20,Premium,106.24,0,12,0
C01598,2023-10,1,Basic,37.65,2,27,0
C01599,2023-01,45,Basic,19.01,5,8,0
C01600,2024-06,5,Standard,60.43,4,29,1
C01601,2023-04,1,Standard,61.88,1,29,0
C01602,2024-04,31,Standard,58.9,0,0,0
C01603,2023-11,40,Premium,99.17,1,4,0
C01604,2024-01,46,Standard,63.36,3,16,1
C01605,2023-06,13,Standard,58.73,2,7,0
C01606,2023-06,3,Basic,25.14,1,8,0
C01607,2023-01,51,Standard,63.54,3,17,0
C01608,2023-04,60,Basic,38.47,4,1,1
C01609,2023-11,29,Premium,93.62,0,11,0
C01610,2023-07,46,Premium,99.74,1,32,0
C01611,2023-07,49,Standard,57.35,2,23,0
C01612,2023-12,18,Standard,58.53,1,18,0
C01613,2023-01,6,Basic,31.55,4,2,1
C01614,2024-05,6,Basic,37.48,1,5,0
C01615,2024-02,35,Standard,69.16,0,6,0
C01616,2023-10,23,Standard,62.86,2,14,0
C01617,2023-07,40,Premium,93.82,0,25,0
C01618,2023-02,14,Basic,41.6,0,16,0
C01619,2023-04,34,Premium,98.77,1,14,0
C01620,2023-07,54,Standard,53.82,1,7,0
C01621,2023-01,38,Premium,102.15,2,14,0
C01622,2023-03,31,Basic,24.81,2,17,0
C01623,2024-05,25,Basic,18.5,3,0,0
C01624,2023-06,4,Premium,97.97,3,10,0
C01625,2023-05,53,Basic,32.22,0,32,0
C01626,2024-06,25,Standard,70.04,3,0,0
C01627,2024-01,6,Standard,55.41,0,10,0
C01628,2024-05,22,Basic,27.01,4,14,0
C01629,2023-08,47,Basic,19.9,1,13,1
C01630,2023-07,17,Premium,110.59,2,6,0
C01631,2024-02,54,Premium,105.23,1,10,0
C01632,2024-03,47,Standard,59.4,2,17,0
C01633,2023-05,32,Basic,36.56,3,14,1
C01634,2023-06,11,Standard,58.01,1,0,0
C01635,2023-08,42,Basic,20.6,0,22,0
C01636,2024-01,20,Basic,25.54,2,14,1
C01637,2023-10,26,Premium,101.21,3,15,0
C01638,2023-05,23,Standard,58.17,3,16,0
C01639,2023-01,17,Standard,59.8,2,14,0
C01640,2024-02,47,Premium,95.38,0,6,0
C01641,2023-06,43,Premium,93.57,2,18,0
C01642,2023-04,59,Standard,49.05,0,25,0
C01643,2024-05,15,Premium,93.14,2,1,0
C01644,2023-11,5,Basic,32.48,4,21,0
C01645,2023-11,4,Basic,20.01,1,15,0
C01646,2024-03,11,Basic,27.49,0,12,1
C01647,2023-10,28,Basic,34.76,0,17,0
C01648,2023-05,4,Standard,59.07,0,22,0
C01649,2024-02,19,Basic,26.86,0,8,0
C01650,2023-03,10,Standard,57.13,1,13,0
C01651,2024-01,4,Standard,62.88,3,6,1
C01652,2023-01,2,Premium,96.04,2,6,0
C01653,2024-01,20,Standard,62.9,1,6,0
C01654,2023-12,45,Basic,38.27,1,19,0
C01655,2023-07,14,Basic,24.35,3,21,0
C01656,2023-07,31,Premium,92.75,1,15,0
C01657,2024-01,31,Standard,54.7,2,19,0
C01658,2024-04,39,Basic,31.99,1,25,0
C01659,2023-10,31,Basic,33.02,2,1,0
C01660,2023-06,12,Standard,56.79,0,8,0
C01661,2023-03,20,Premium,100.77,2,0,0
C01662,2024-04,35,Premium,98.22,1,18,0
C01663,2023-05,50,Basic,26.61,3,24,0
C01664,2024-02,33,Basic,31.55,3,19,0
C01665,2024-06,11,Standard,58.66,0,9,0
C01666,2023-10,39,Premium,102.49,1,1,0
C01667,2023-03,54,Premium,97.46,1,24,0
C01668,2024-02,45,Basic,30.64,1,17,0
C01669,2024-03,8,Basic,33.71,2,10,1
C01670,2023-01,6,Premium,98.51,1,5,0
C01671,2024-02,3,Premium,103.28,0,25,0
C01672,2023-11,13,Basic,25.66,0,22,0
C01673,2024-05,60,Standard,54.79,1,13,0
C01674,2023-01,34,Basic,30.9,2,18,0
C01675,2024-03,11,Standard,65.3,3,7,1
C01676,2024-01,25,Standard,63.84,0,12,0
C01677,2024-06,41,Premium,97.36,0,21,0
C01678,2023-03,58,Standard,50.68,3,25,0
C01679,2023-09,2,Standard,56.53,4,4,1
C01680,2024-05,51,Basic,28.15,0,11,1
C01681,2024-02,31,Premium,108.8,4,36,0
C01682,2024-04,20,Standard,52.9,0,8,1
C01683,2024-01,27,Premium,109.76,1,29,0
C01684,2023-05,59,Basic,33.47,1,13,0
C01685,2023-05,13,Standard,54.79,0,8,0
C01686,2023-12,2,Standard,58.73,1,14,0
C01687,2023-03,44,Premium,102.37,1,0,0
C01688,2023-11,31,Premium,103.32,2,9,0
C01689,2023-07,45,Basic,36.29,4,17,1
C01690,2023-12,56,Basic,29.36,2,0,0
C01691,2023-01,5,Basic,26.14,1,31,0
C01692,2024-02,35,Premium,91.96,2,12,0
C01693,2023-12,36,Standard,59.47,0,13,0
C01694,2023-11,53,Basic,29.09,1,17,0
C01695,2023-11,4,Standard,63.05,2,10,0
C01696,2024-01,48,Basic,35.38,1,8,0
C01697,2023-01,49,Standard,52.43,1,8,0
C01698,2023-11,33,Basic,23.99,1,9,0
C01699,2023-07,42,Standard,58.29,1,21,0
C01700,2023-03,42,Premium,106.11,1,23,0
C01701,2024-05,34,Premium,108.84,1,5,0
C01702,2024-04,10,Standard,58.58,1,8,0
C01703,2024-02,8,Basic,33.88,0,16,0
C01704,2023-02,25,Standard,61.76,1,9,0
C01705,2023-06,35,Premium,91.99,2,2,0
C01706,2023-09,55,Basic,32.05,0,15,0
C01707,2023-12,39,Standard,57.77,0,6,0
C01708,2023-04,56,Premium,95.95,0,16,0
C01709,2023-04,31,Premium,101.96,1,14,0
C01710,2023-09,60,Standard,59.03,1,15,0
C01711,2023-07,36,Premium,99.28,1,3,0
C01712,2023-03,52,Basic,26.56,1,7,0
C01713,2023-08,36,Basic,25.4,1,15,0
C01714,2023-10,25,Premium,103.39,2,21,0
C01715,2024-03,13,Standard,55.66,2,18,0
C01716,2023-08,15,Basic,25.37,1,14,0
C01717,2024-03,10,Standard,56.25,1,9,0
C01718,2023-11,50,Standard,58.52,1,11,0
C01719,2023-03,28,Premium,100.31,2,11,0
C01720,2024-01,22,Standard,50.51,3,12,0
C01721,2023-01,5,Standard,58.29,1,17,0
C01722,2023-02,25,Standard,56.57,2,16,0
C01723,2024-02,33,Standard,60.14,0,25,0
C01724,2023-03,49,Premium,105.6,1,20,0
C01725,2024-01,35,Basic,25.59,3,9,0
C01726,2024-04,56,Standard,65.65,1,26,0
C01727,2024-06,29,Standard,53.97,0,30,0
C01728,2024-04,10,Standard,60.35,2,15,0
C01729,2024-04,45,Basic,26.23,1,17,0
C01730,2024-02,8,Premium,105.98,3,18,0
C01731,2023-10,56,Premium,96.12,2,11,0
C01732,2023-04,24,Basic,21.57,0,18,0
C01733,2024-01,56,Standard,66.24,1,19,0
C01734,2024-06,38,Premium,99.17,0,11,0
C01735,2024-02,13,Premium,99.84,3,16,0
C01736,2023-08,53,Standard,55.8,5,0,0
C01737,2024-01,2,Premium,105.34,1,3,0
C01738,2023-10,18,Basic,29.49,3,13,0
C01739,2023-12,58,Premium,94.74,3,13,0
C01740,2024-03,48,Premium,96.69,3,18,1
C01741,2023-11,56,Basic,29.73,0,7,0
C01742,2024-04,46,Standard,69.71,2,29,0
C01743,2023-12,34,Basic,29.9,1,22,0
C01744,2023-01,6,Basic,32.87,1,11,1
C01745,2023-08,51,Premium,105.14,1,24,0
C01746,2024-01,51,Standard,56.86,0,4,0
C01747,2024-01,58,Basic,26.8,4,5,0
C01748,2023-10,50,Premium,90.38,1,0,0
C01749,2024-03,32,Basic,31.88,2,0,1
C01750,2024-01,30,Premium,101.98,4,28,0
C01751,2023-10,59,Standard,55.74,1,16,0
C01752,2024-06,32,Basic,19.56,3,20,0
C01753,2024-04,6,Premium,99.16,0,16,0
C01754,2023-02,15,Standard,62.03,0,8,0
C01755,2024-03,7,Premium,93.09,2,14,0
C01756,2023-04,54,Standard,56.49,1,9,0
C01757,2024-02,32,Standard,67.96,0,26,0
C01758,2023-09,53,Standard,51.33,1,1,1
C01759,2023-04,4,Basic,24.12,1,0,1
C01760,2023-06,7,Standard,59.56,1,34,0
C01761,2024-02,27,Premium,93.01,5,36,0
C01762,2024-05,11,Standard,51.59,0,16,0
C01763,2023-07,54,Basic,37.28,2,16,0
C01764,2024-01,52,Basic,20.3,1,10,0
C01765,2023-03,32,Basic,24.86,0,17,0
C01766,2023-06,51,Premium,101.91,1,31,0
C01767,2024-05,27,Premium,105.76,2,11,0
C01768,2023-02,49,Basic,23.22,1,21,1
C01769,2024-03,31,Premium,102.24,2,24,1
C01770,2023-12,30,Basic,39.29,2,8,0
C01771,2023-10,38,Basic,27.34,3,27,0
C01772,2023-03,30,Basic,32.93,0,29,0
C01773,2023-07,53,Premium,97.16,2,11,0
C01774,2023-09,50,Premium,103.5,3,34,0
C01775,2024-01,19,Basic,27.1,0,15,0
C01776,2023-04,2,Standard,64.82,1,17,0
C01777,2024-01,1,Standard,60.81,2,16,0
C01778,2023-11,11,Premium,101.65,2,11,0
C01779,2023-09,4,Basic,32.1,6,24,1
C01780,2024-05,31,Premium,98.08,0,6,0
C01781,2023-06,35,Standard,58.58,6,13,1
C01782,2023-02,56,Basic,25.01,3,23,1
C01783,2024-04,25,Standard,73.2,3,17,0
C01784,2023-04,20,Premium,103.31,1,20,0
C01785,2023-02,9,Premium,100.53,1,12,0
C01786,2023-07,43,Basic,24.14,0,32,0
C01787,2024-01,10,Basic,20.05,0,17,0
C01788,2024-03,60,Premium,111.06,0,7,0
C01789,2024-04,12,Basic,21.53,0,10,1
C01790,2024-02,54,Premium,101.5,1,10,0
C01791,2023-01,31,Premium,97.5,2,10,0
C01792,2024-06,52,Premium,105.14,0,0,1
C01793,2024-01,32,Premium,92.32,0,28,0
C01794,2024-04,6,Standard,64.99,1,22,0
C01795,2023-09,16,Basic,17.33,2,19,0
C01796,2023-08,22,Premium,105.89,3,23,0
C01797,2024-06,26,Standard,58.35,3,22,1
C01798,2023-04,48,Premium,98.46,1,16,0
C01799,2024-06,27,Standard,61.32,2,12,0
C01800,2024-02,7,Basic,27.38,1,12,0
C01801,2023-06,45,Basic,29.43,1,17,0
C01802,2024-06,10,Basic,30.56,2,20,0
C01803,2023-01,5,Premium,100.19,2,23,1
C01804,2023-12,16,Basic,28.64,0,2,1
C01805,2023-08,37,Standard,62.0,4,14,0
C01806,2024-06,17,Standard,53.79,0,20,0
C01807,2024-06,19,Premium,104.77,2,14,0
C01808,2023-01,18,Standard,56.99,1,2,0
C01809,2023-05,49,Premium,95.71,1,25,0
C01810,2023-01,29,Standard,53.15,2,23,0
C01811,2023-10,30,Premium,92.27,1,22,0
C01812,2023-10,20,Standard,57.39,3,4,0
C01813,2023-12,43,Standard,64.56,1,6,0
C01814,2023-03,55,Standard,58.35,1,13,0
C01815,2023-06,39,Standard,63.09,2,16,0
C01816,2023-06,11,Basic,29.03,0,10,0
C01817,2024-04,1,Basic,33.27,1,13,0
C01818,2023-07,6,Basic,28.19,2,14,1
