campaign_id,date,channel,spend,impressions,clicks,conversions,revenue,roi
CAM0353,2024-11-08,Affiliate,6640.33,1077627,20955,1307,294719.43,4338.3
CAM0354,2024-10-30,Affiliate,5009.77,339434,14701,437,53374.0,965.4
CAM0355,2024-12-04,Affiliate,7469.21,1440767,22345,692,193218.44,2486.9
CAM0356,2024-04-04,Display,4111.72,419006,8006,108,32079.25,680.2
CAM0357,2024-10-21,Social,7282.2,1291712,49667,1115,313669.68,4207.3
CAM0358,2024-10-12,Display,4290.57,768646,8068,164,36127.07,742.0
CAM0359,2024-03-08,Affiliate,3658.62,532548,16379,517,121961.27,3233.5
CAM0360,2024-08-30,Display,4223.36,508627,16132,225,21359.55,405.7
CAM0361,2024-09-12,Social,4065.77,355695,16817,460,99661.14,2351.2
CAM0362,2024-06-15,Email,4896.4,718965,7410,301,66697.7,1262.2
CAM0363,2024-06-06,Email,3876.01,244027,1231,54,11270.28,190.8
CAM0364,2024-05-04,Affiliate,5894.24,599534,20475,769,110699.47,1778.1
CAM0365,2024-11-05,Affiliate,5465.04,752527,15765,459,128789.15,2256.6
CAM0366,2024-08-09,Display,3568.03,371604,6188,74,19942.58,458.9
CAM0367,2024-07-27,Social,5239.16,492964,14291,318,38216.51,629.4
CAM0368,2024-01-21,Affiliate,3819.37,400787,14177,550,55780.1,1360.5
CAM0369,2024-06-24,Email,5050.83,968138,29478,1278,209752.42,4052.8
CAM0370,2024-09-23,Email,3695.6,483708,2459,127,22207.04,500.9
CAM0371,2024-05-27,Search,4976.32,611319,18987,956,85611.06,1620.4
CAM0372,2024-02-22,Email,4750.03,839789,9796,363,56689.03,1093.4
CAM0373,2024-10-19,Social,5006.31,981864,6440,202,42360.6,746.1
CAM0374,2024-05-22,Affiliate,5295.74,365534,6389,257,32164.42,507.4
CAM0375,2024-03-13,Social,7848.65,454176,13011,309,32531.05,314.5
CAM0376,2024-02-23,Email,5867.46,600704,11051,518,129743.74,2111.2
CAM0377,2024-08-28,Display,4230.53,793486,30701,417,104740.57,2375.8
CAM0378,2024-03-03,Social,8404.33,946585,44181,586,82965.04,887.2
CAM0379,2024-02-17,Search,4085.59,394163,12725,615,147014.58,3498.4
CAM0380,2024-05-30,Display,3517.47,290307,8351,136,19373.44,450.8
CAM0381,2024-01-02,Display,4683.53,775547,13724,200,21025.23,348.9
CAM0382,2024-04-04,Social,3665.94,475924,10214,181,23572.56,543.0
CAM0383,2024-01-19,Search,2964.62,580976,7435,692,150332.5,4970.9
CAM0384,2024-09-17,Affiliate,6550.22,1242857,19960,519,86559.11,1221.5
CAM0385,2024-11-09,Display,7284.54,406926,9120,100,9148.69,25.6
CAM0386,2024-06-28,Affiliate,5906.44,754681,18641,718,101541.78,1619.2
CAM0387,2024-09-08,Email,2126.76,334833,10013,338,35485.93,1568.5
CAM0388,2024-08-24,Affiliate,7707.89,664543,5571,271,53730.31,597.1
CAM0389,2024-06-16,Search,2956.68,556938,23422,1617,167087.48,5551.2
CAM0390,2024-06-06,Display,4570.71,533026,6700,107,9410.19,105.9
CAM0391,2024-05-18,Display,4590.25,797650,8924,82,19171.09,317.6
CAM0392,2024-04-02,Email,6474.18,431945,11665,712,173885.44,2585.8
CAM0393,2024-12-11,Search,5787.08,520736,4542,345,34164.94,490.4
CAM0394,2024-01-14,Affiliate,2609.65,317342,5444,127,28745.33,1001.5
CAM0395,2024-01-01,Social,2300.0,289494,7935,229,32482.73,1312.3
CAM0396,2024-08-20,Affiliate,4225.53,216211,5878,278,28999.24,586.3
CAM0397,2024-08-13,Email,3799.49,274995,13340,597,80117.47,2008.6
CAM0398,2024-04-14,Email,3388.63,294566,4201,170,42615.8,1157.6
CAM0399,2024-03-02,Search,1580.84,251577,2509,147,14449.78,814.1
CAM0400,2024-09-08,Affiliate,4188.11,782639,36997,691,116740.68,2687.4
CAM0401,2024-06-20,Email,5849.58,726206,11907,628,56744.74,870.1
CAM0402,2024-02-27,Affiliate,3675.92,252342,2698,65,8861.26,141.1
CAM0403,2024-01-21,Social,8460.8,774731,37775,894,117604.47,1290.0
CAM0404,2024-06-01,Affiliate,239.96,47488,1519,50,4113.28,1614.2
CAM0405,2024-06-14,Affiliate,3696.81,302463,10205,303,36614.57,890.4
CAM0406,2024-08-08,Search,7184.37,717966,24042,1681,289209.62,3925.5
CAM0407,2024-08-12,Affiliate,6270.62,808789,20374,742,67483.29,976.2
CAM0408,2024-02-20,Search,6706.7,471719,4283,247,47142.57,602.9
CAM0409,2024-06-03,Search,5465.69,810011,19366,1442,239146.88,4275.4
CAM0410,2024-07-08,Search,3754.14,249790,7097,171,50772.06,1252.4
CAM0411,2024-11-02,Social,1613.59,301308,4701,175,33270.21,1961.9
CAM0412,2024-06-08,Search,6302.25,598504,24042,1890,284527.01,4414.7
CAM0413,2024-11-19,Email,7842.96,548850,22026,656,157514.24,1908.4
CAM0414,2024-07-09,Search,3551.39,276643,13706,595,151799.79,4174.4
CAM0415,2024-09-11,Search,9713.17,1219381,16034,730,209331.04,2055.1
CAM0416,2024-02-01,Email,7508.5,1144846,8186,295,68694.03,814.9
CAM0417,2024-08-28,Social,5170.6,918057,30967,940,137935.31,2567.7
CAM0418,2024-03-18,Display,5571.99,336759,5497,63,14223.46,155.3
CAM0419,2024-09-28,Email,9536.76,1783533,52271,1058,174393.12,1728.6
CAM0420,2024-08-06,Display,3111.84,358313,4412,48,6510.57,109.2
CAM0421,2024-09-01,Social,7088.55,1180915,56160,1048,155975.31,2100.4
CAM0422,2024-11-09,Affiliate,6935.43,687805,23280,427,45572.48,557.1
CAM0423,2024-04-01,Email,7296.57,496925,6665,380,55952.62,666.8
CAM0424,2024-02-03,Affiliate,2850.5,550777,14243,535,46110.78,1517.6
CAM0425,2024-10-01,Email,4461.18,772791,16246,829,132067.27,2860.4
CAM0426,2024-02-18,Search,7322.35,401340,7901,408,115969.92,1483.8
CAM0427,2024-06-18,Email,5738.94,939347,5084,245,21948.91,282.5
CAM0428,2024-11-12,Affiliate,5249.95,1003825,17341,946,194079.81,3596.8
CAM0429,2024-06-10,Social,5321.09,717350,6990,97,12572.77,136.3
CAM0430,2024-03-09,Display,6475.68,549710,19695,349,76284.53,1078.0
CAM0431,2024-09-22,Email,5280.0,976229,19219,1215,239896.2,4443.5
CAM0432,2024-05-30,Social,4161.34,373420,14716,363,92400.12,2120.4
CAM0433,2024-02-02,Search,1874.56,199791,3982,211,45001.4,2300.6
CAM0434,2024-01-03,Search,5337.33,1001122,9513,742,189280.31,3446.3
CAM0435,2024-04-02,Affiliate,5873.27,914136,23683,1245,227661.01,3776.2
CAM0436,2024-04-21,Email,1942.04,299968,8338,540,120827.69,6121.7
CAM0437,2024-07-23,Display,3572.61,480741,15800,119,33241.6,830.5
CAM0438,2024-04-11,Email,7074.0,714001,35119,1052,283076.03,3901.6
CAM0439,2024-12-16,Social,7827.18,1347995,41658,316,92820.21,1085.9
CAM0440,2024-07-17,Search,3488.61,441862,6210,509,95618.57,2640.9
CAM0441,2024-03-06,Display,6344.66,1221182,45058,113,14055.29,121.5
CAM0442,2024-08-26,Search,3672.5,204330,9880,311,44941.22,1123.7
CAM0443,2024-10-03,Search,5277.01,583253,12636,833,136723.84,2490.9
CAM0444,2024-11-27,Display,4504.61,869488,23116,268,68143.58,1412.8
CAM0445,2024-08-04,Search,2796.95,176060,7629,386,93279.75,3235.1
CAM0446,2024-09-19,Search,7133.39,769133,21750,1206,333014.52,4568.4
CAM0447,2024-10-08,Display,3856.99,385657,4451,71,9127.41,136.6
CAM0448,2024-06-01,Display,2642.2,148401,4546,78,8295.57,214.0
CAM0449,2024-07-31,Affiliate,8129.55,1496150,17818,470,89444.16,1000.2
CAM0450,2024-12-18,Email,6841.31,553634,4782,75,12189.06,78.2
CAM0451,2024-07-07,Social,5203.47,501944,8640,132,23386.5,349.4
CAM0452,2024-01-27,Social,6010.6,313853,7185,173,45627.32,659.1
CAM0453,2024-11-21,Social,4446.64,320931,8571,126,36368.15,717.9
CAM0454,2024-02-12,Display,6834.59,949796,37581,446,96449.1,1311.2
CAM0455,2024-10-10,Affiliate,3585.17,270907,1473,47,10013.02,179.3
CAM0456,2024-11-20,Email,4808.84,370211,5782,252,26331.95,447.6
CAM0457,2024-10-30,Social,5619.8,567226,4590,129,21406.35,280.9
CAM0458,2024-02-15,Social,7094.99,1080594,11175,229,30632.22,331.7
CAM0459,2024-11-16,Social,5850.07,1152537,12356,255,24215.38,313.9
CAM0460,2024-04-12,Display,7426.96,1143235,24721,284,33673.64,353.4
CAM0461,2024-05-28,Display,5241.94,810874,21280,253,59662.82,1038.2
CAM0462,2024-06-28,Social,5922.13,575206,8600,225,44952.41,659.1
CAM0463,2024-04-10,Display,7770.12,844272,34863,570,127844.55,1545.3
CAM0464,2024-06-16,Email,5086.48,866216,34896,1550,409841.86,7957.5
CAM0465,2024-01-15,Email,4549.99,598866,6710,393,115575.17,2440.1
CAM0466,2024-11-06,Search,5490.63,441407,14606,1650,327734.01,5869.0
CAM0467,2024-04-14,Social,4872.9,589969,12078,387,62601.44,1184.7
CAM0468,2024-04-15,Affiliate,8060.38,1006299,11663,643,171902.33,2032.7
CAM0469,2024-12-07,Affiliate,4340.83,562911,10363,383,81474.2,1776.9
CAM0470,2024-02-01,Search,4675.81,670432,20701,1940,305122.89,6425.6
CAM0471,2024-06-13,Social,4099.64,785469,6120,111,19020.6,364.0
CAM0472,2024-05-08,Affiliate,6387.62,1124304,18862,431,108811.94,1603.5
CAM0473,2024-07-29,Affiliate,6536.34,879525,42325,1057,284809.31,4257.3
CAM0474,2024-12-25,Display,4176.63,224296,6624,107,27994.9,570.3
CAM0475,2024-10-19,Search,3888.48,392595,5259,373,89557.04,2203.1
CAM0476,2024-01-07,Display,7417.35,1434042,36485,288,81338.95,996.6
CAM0477,2024-11-10,Display,5346.22,950528,29829,427,99581.67,1762.7
CAM0478,2024-10-31,Email,2160.26,179858,4337,134,23052.63,967.1
CAM0479,2024-07-31,Search,8231.58,1207683,9892,421,91917.19,1016.6
CAM0480,2024-04-16,Affiliate,4300.86,344394,7570,113,31343.21,628.8
CAM0481,2024-04-20,Search,3428.36,664698,28300,2267,628179.05,18223.0
CAM0482,2024-03-26,Email,6917.14,1079111,35870,1998,559416.65,7987.4
CAM0483,2024-07-13,Email,4930.3,417249,4543,138,14510.77,194.3
CAM0484,2024-03-13,Social,5827.0,978406,23802,454,76078.11,1205.6
CAM0485,2024-12-25,Social,1783.6,289694,6637,147,27900.39,1464.3
CAM0486,2024-02-21,Search,7540.13,1332719,62237,5392,1470470.67,19401.9
CAM0487,2024-12-02,Social,7355.03,1296084,57104,1370,320241.66,4254.0
CAM0488,2024-12-08,Display,3140.75,410314,12835,181,51994.55,1555.5
CAM0489,2024-12-02,Social,5302.2,611875,9212,187,16447.65,210.2
CAM0490,2024-12-29,Affiliate,6333.53,335782,12705,548,112631.98,1678.3
CAM0491,2024-02-23,Search,3760.5,523345,25055,1303,208590.07,5446.9
CAM0492,2024-03-04,Search,2694.51,255141,11092,776,179570.36,6564.3
CAM0493,2024-07-31,Email,6814.35,1314224,24371,902,152643.51,2140.0
CAM0494,2024-03-10,Social,2867.86,169179,4973,125,31361.4,993.5
CAM0495,2024-02-25,Affiliate,8157.69,1251485,51295,3112,670840.48,8123.4
CAM0496,2024-05-14,Email,8030.72,1605556,47522,2106,242018.98,2913.7
CAM0497,2024-08-12,Affiliate,3198.55,469194,18709,840,188793.88,5802.5
CAM0498,2024-09-28,Display,4858.76,819776,18703,211,17278.45,255.6
CAM0499,2024-09-17,Affiliate,8801.17,581586,24328,1308,122037.22,1286.6
CAM0500,2024-09-13,Affiliate,6273.76,631332,21457,791,126184.38,1911.3
CAM0501,2024-12-28,Display,5015.14,966144,47719,307,41143.55,720.4
CAM0502,2024-01-28,Display,7092.06,1267684,34866,581,123865.85,1646.5
CAM0503,2024-11-12,Display,3471.02,411790,18930,184,45680.12,1216.0
CAM0504,2024-08-10,Display,6950.3,473499,10241,110,23520.7,238.4
CAM0505,2024-06-29,Search,7271.25,922596,36910,1836,338485.43,4555.1
CAM0506,2024-09-17,Social,4376.32,694823,22612,574,62930.53,1338.0
CAM0507,2024-08-21,Search,4352.63,867707,20713,1192,346558.36,7862.0
CAM0508,2024-01-09,Display,4192.0,278919,12346,179,22936.46,447.1
CAM0509,2024-12-01,Search,6925.81,463097,3323,247,19841.41,186.5
CAM0510,2024-09-18,Affiliate,3604.89,231606,9404,503,54315.87,1406.7
CAM0511,2024-03-29,Social,5510.68,814238,40004,1157,335766.26,5993.0
CAM0512,2024-11-18,Affiliate,2419.81,305693,9056,464,37799.97,1462.1
CAM0513,2024-10-22,Affiliate,4255.37,645786,13156,433,105163.46,2371.3
CAM0514,2024-10-08,Search,5810.46,726092,5234,130,19332.46,232.7
CAM0515,2024-01-06,Search,5699.86,864364,40670,2424,312118.99,5375.9
CAM0516,2024-02-17,Social,7828.18,1548047,7921,188,52771.47,574.1
CAM0517,2024-01-07,Affiliate,3013.58,502629,11257,324,42187.88,1299.9
CAM0518,2024-03-14,Email,81.14,16143,82,6,1023.54,1161.4
CAM0519,2024-08-04,Social,8.47,1059,7,0,0.0,-100.0
CAM0520,2024-04-23,Search,6482.55,469219,18333,1716,502470.79,7651.1
CAM0521,2024-01-10,Affiliate,8608.43,809739,36792,1356,196241.3,2179.6
CAM0522,2024-05-08,Social,6004.58,465230,17277,345,91296.65,1420.5
CAM0523,2024-11-29,Email,1888.02,183019,4228,130,33445.91,1671.5
CAM0524,2024-12-06,Display,1566.84,111442,3838,50,10773.74,587.6
CAM0525,2024-05-08,Display,4315.51,428885,5068,57,5760.06,33.5
CAM0526,2024-04-08,Display,6344.38,824116,4476,57,10060.92,58.6
CAM0527,2024-12-09,Display,6324.7,1054173,39951,739,139689.24,2108.6
CAM0528,2024-12-02,Search,3411.7,188961,2831,80,15349.27,349.9
CAM0529,2024-09-20,Social,3839.35,409267,15475,319,93853.3,2344.5
CAM0530,2024-06-22,Affiliate,5871.22,1157376,25494,1179,263528.73,4388.5
CAM0531,2024-01-30,Social,2870.79,332137,7367,103,27179.57,846.8
CAM0532,2024-03-12,Display,7729.0,621870,5870,77,19701.88,154.9
CAM0533,2024-11-22,Social,5706.63,905864,35511,843,233550.74,3992.6
CAM0534,2024-05-31,Display,5295.78,893841,32433,362,33639.81,535.2
CAM0535,2024-07-15,Email,3581.96,714835,26344,993,201725.81,5531.7
CAM0536,2024-12-05,Affiliate,9332.25,685756,21225,1243,236736.15,2436.8
CAM0537,2024-05-03,Email,6854.28,963659,17709,780,63188.97,821.9
CAM0538,2024-03-04,Social,6130.5,353372,16852,212,33247.1,442.3
CAM0539,2024-07-22,Search,6992.98,1268581,13353,805,146800.15,1999.3
CAM0540,2024-04-27,Affiliate,5030.71,329226,6911,270,51671.05,927.1
CAM0541,2024-03-08,Email,4641.86,329100,2968,165,21629.04,366.0
CAM0542,2024-10-22,Email,8189.6,1036381,14731,833,181692.06,2118.6
CAM0543,2024-10-14,Email,5131.85,998583,27641,846,206831.16,3930.3
CAM0544,2024-07-07,Search,5079.11,345584,5646,358,80205.97,1479.1
CAM0545,2024-09-01,Email,6648.96,654263,25617,929,203750.56,2964.4
CAM0546,2024-05-09,Display,3223.86,277281,8491,111,31518.94,877.7
CAM0547,2024-08-17,Social,6840.75,1017357,12895,296,43899.9,541.7
CAM0548,2024-04-11,Affiliate,6932.69,862198,15821,371,52905.8,663.1
CAM0549,2024-10-09,Display,5947.04,1057477,40886,301,66948.8,1025.7
CAM0550,2024-09-20,Email,10334.63,1604696,41010,2587,325178.67,3046.5
CAM0551,2024-04-10,Display,5770.0,432270,5549,34,4632.85,-19.7
CAM0552,2024-06-20,Affiliate,2249.84,237198,7896,470,133368.42,5827.9
CAM0553,2024-04-14,Display,2684.77,427500,14480,199,29435.27,996.4
CAM0554,2024-12-04,Affiliate,8646.67,999485,47156,1848,337751.99,3806.2
CAM0555,2024-07-30,Social,2610.03,373343,17295,177,33185.0,1171.4
CAM0556,2024-05-18,Email,5765.68,578287,14324,431,96028.32,1565.5
CAM0557,2024-05-19,Search,5004.57,459929,4625,204,27508.98,449.7
CAM0558,2024-09-05,Search,3797.11,415592,9960,536,151632.32,3893.4
CAM0559,2024-09-14,Search,4477.54,686051,18905,955,271734.85,5968.8
CAM0560,2024-04-04,Email,5569.56,788453,22999,1344,260189.76,4571.6
CAM0561,2024-07-17,Social,4279.56,715260,13214,313,77643.59,1714.3
CAM0562,2024-01-22,Search,3129.53,242764,1970,67,13979.16,346.7
CAM0563,2024-05-28,Email,5803.37,1147266,56477,3212,582345.45,9934.6
CAM0564,2024-01-13,Display,1172.77,72233,1435,16,4751.93,305.2
CAM0565,2024-03-08,Affiliate,5864.47,909199,14333,591,106587.6,1717.5
CAM0566,2024-02-06,Email,3819.81,310373,14811,676,177978.57,4559.4
CAM0567,2024-02-23,Email,6852.77,624197,13980,466,136334.29,1889.5
CAM0568,2024-12-07,Affiliate,8109.73,499569,3318,73,17814.46,119.7
CAM0569,2024-08-04,Display,6795.55,493084,15686,191,24455.46,259.9
CAM0570,2024-11-19,Affiliate,3970.45,591136,16718,284,82476.77,1977.3
CAM0571,2024-02-21,Display,7380.39,456771,17569,151,18444.22,149.9
CAM0572,2024-03-16,Email,4940.04,968871,22969,1179,180886.04,3561.6
CAM0573,2024-03-20,Email,9758.48,953566,37774,1518,160198.53,1541.6
CAM0574,2024-09-24,Display,5102.11,548521,5716,77,15807.15,209.8
CAM0575,2024-12-24,Search,5232.84,950255,6567,329,46770.69,793.8
CAM0576,2024-09-21,Search,7970.63,890440,13991,783,137999.31,1631.3
CAM0577,2024-09-09,Search,5936.25,372666,4873,296,55473.94,834.5
CAM0578,2024-11-05,Social,3788.31,674549,10525,304,47239.32,1147.0
CAM0579,2024-12-19,Email,5525.89,696300,34523,535,117703.85,2030.0
CAM0580,2024-05-27,Affiliate,5595.5,998171,43137,1330,271069.55,4744.4
CAM0581,2024-02-11,Email,1822.33,98148,4385,253,61107.94,3253.3
CAM0582,2024-07-30,Affiliate,3472.89,643366,7912,324,96698.03,2684.4
CAM0583,2024-01-27,Display,6839.64,675226,19669,218,18548.54,171.2
CAM0584,2024-12-13,Email,5502.41,583474,19582,701,87207.39,1484.9
CAM0585,2024-07-28,Social,7207.85,729293,34797,723,163643.62,2170.4
CAM0586,2024-09-03,Affiliate,6074.95,559544,19121,1054,95528.89,1472.5
CAM0587,2024-06-28,Email,1297.02,188488,3282,117,20743.54,1499.3
CAM0588,2024-01-14,Email,4654.44,624431,19575,914,250580.99,5283.7
CAM0589,2024-09-03,Search,6230.77,799038,7759,689,176048.75,2725.5
CAM0590,2024-03-07,Affiliate,3509.18,580985,23371,834,239963.7,6738.2
CAM0591,2024-02-17,Social,7243.57,910694,20530,497,131826.39,1719.9
CAM0592,2024-07-29,Social,1598.77,213562,8979,91,27108.58,1595.6
CAM0593,2024-09-13,Email,4021.96,635375,11536,605,127738.15,3076.0
CAM0594,2024-08-09,Social,6066.67,556000,3256,52,12196.32,101.0
CAM0595,2024-03-20,Search,6327.17,529715,8946,625,163015.0,2476.4
CAM0596,2024-04-27,Affiliate,2837.34,325098,14646,456,98927.45,3386.6
CAM0597,2024-08-26,Affiliate,1110.78,113129,3585,87,20787.73,1771.5
CAM0598,2024-09-15,Display,1232.49,154061,2472,15,3570.57,189.7
CAM0599,2024-10-08,Display,8358.64,1219413,34936,368,85893.04,927.6
CAM0600,2024-07-28,Search,1452.11,204003,5633,412,74089.8,5002.2
CAM0601,2024-06-24,Display,5579.79,398499,13499,171,25535.44,357.6
CAM0602,2024-01-02,Affiliate,3253.57,222855,4439,200,54067.89,1561.8
CAM0603,2024-11-02,Social,2804.39,291302,6711,182,32830.85,1070.7
CAM0604,2024-06-19,Email,6769.21,433353,8729,385,61204.22,804.2
CAM0605,2024-07-07,Social,2071.36,316860,2498,68,16077.63,676.2
CAM0606,2024-06-10,Social,3832.87,672548,21688,516,61192.36,1496.5
CAM0607,2024-10-07,Search,6381.54,1235618,21965,1080,205675.24,3123.0
CAM0608,2024-12-29,Display,9291.4,1846971,73956,875,80742.45,769.0
CAM0609,2024-03-22,Email,3658.52,458212,12147,710,74189.69,1927.9
CAM0610,2024-07-19,Email,8099.71,1405277,60382,1032,132144.18,1531.5
CAM0611,2024-07-18,Display,2237.72,154375,1134,10,1089.67,-51.3
CAM0612,2024-08-08,Search,9226.87,1072719,5890,327,40063.43,334.2
CAM0613,2024-12-25,Search,8041.69,1000335,8997,623,133533.5,1560.5
CAM0614,2024-03-02,Search,2099.39,160551,6389,524,61288.87,2819.4
CAM0615,2024-09-09,Display,5633.9,469264,16700,148,20182.66,258.2
CAM0616,2024-07-19,Search,3678.49,640839,7239,322,30231.63,721.8
CAM0617,2024-09-26,Email,3750.52,291401,6925,373,89138.19,2276.7
CAM0618,2024-07-26,Social,3192.61,470184,17732,399,67686.61,2020.1
CAM0619,2024-02-24,Display,5627.7,1103960,47200,557,77826.57,1282.9
CAM0620,2024-04-25,Search,1768.67,271151,9901,788,157431.1,8801.1
CAM0621,2024-01-02,Social,2669.17,374649,6868,125,12569.41,370.9
CAM0622,2024-03-24,Email,4079.71,569165,24224,1079,120480.89,2853.2
CAM0623,2024-03-03,Email,5192.46,726240,26201,1421,315123.04,5968.9
CAM0624,2024-07-16,Email,4376.41,689292,30263,864,231770.6,5195.9
CAM0625,2024-02-05,Social,7174.14,931587,36140,699,75485.92,952.2
CAM0626,2024-02-24,Search,4630.12,457574,13119,596,164275.57,3448.0
CAM0627,2024-11-30,Affiliate,3268.73,537221,10319,561,92477.55,2729.2
CAM0628,2024-06-28,Affiliate,2249.84,247081,5483,131,35971.38,1498.8
CAM0629,2024-07-31,Email,4075.47,500106,24947,1229,154645.39,3694.5
CAM0630,2024-07-21,Affiliate,3065.13,549993,25710,514,91725.06,2892.5
CAM0631,2024-08-19,Search,2558.95,373854,5797,329,61050.62,2285.8
CAM0632,2024-08-28,Search,2998.73,530970,3058,331,92984.55,3000.8
CAM0633,2024-08-04,Social,8964.4,1752937,69220,2055,259895.97,2799.2
CAM0634,2024-08-15,Search,5752.86,631780,15522,1123,266368.67,4530.2
CAM0635,2024-07-22,Email,7644.17,391147,2725,127,11518.61,50.7
CAM0636,2024-05-15,Social,3353.02,177733,4983,179,40812.62,1117.2
CAM0637,2024-09-01,Email,6150.46,821857,38661,2498,308826.57,4921.2
CAM0638,2024-06-18,Affiliate,8624.26,1240059,47746,849,80612.88,834.7
CAM0639,2024-07-06,Social,3272.06,227339,5666,117,22126.88,576.2
CAM0640,2024-04-23,Affiliate,6001.88,1082036,21753,1053,248688.24,4043.5
CAM0641,2024-04-03,Search,4873.65,751347,13506,1218,322638.24,6520.1
CAM0642,2024-05-29,Search,6218.82,1056332,50699,3885,1136509.32,18175.3
CAM0643,2024-04-06,Display,4446.43,461316,15854,208,59711.43,1242.9
CAM0644,2024-09-03,Social,5617.81,284662,12489,354,68956.28,1127.5
CAM0645,2024-11-16,Affiliate,2365.5,204993,5574,256,54593.48,2207.9
CAM0646,2024-03-02,Email,1707.22,193227,3700,123,24826.4,1354.2
CAM0647,2024-06-09,Search,6215.37,1153009,57181,2782,394782.62,6251.7
CAM0648,2024-06-13,Search,5054.56,792778,36005,1693,349381.07,6812.2
CAM0649,2024-07-31,Display,6198.56,658765,29302,356,92968.43,1399.8
CAM0650,2024-06-12,Display,4950.51,969982,41145,656,173596.69,3406.6
CAM0651,2024-08-03,Affiliate,5833.67,845176,26102,1138,221868.91,3703.2
CAM0652,2024-01-01,Search,7217.76,372643,2366,209,58107.43,705.1
CAM0653,2024-11-08,Social,3099.7,586954,15732,422,61695.6,1890.4
CAM0654,2024-04-02,Social,5866.83,373558,10965,336,44961.72,666.4
CAM0655,2024-08-10,Social,2426.31,404621,19842,346,70442.9,2803.3
CAM0656,2024-11-09,Email,4605.8,802778,39112,2500,722245.77,15581.2
CAM0657,2024-03-11,Social,4426.19,790223,22045,478,43368.68,879.8
CAM0658,2024-05-23,Social,3631.93,363013,6635,180,21710.86,497.8
CAM0659,2024-10-06,Search,6352.75,617929,4698,255,34455.52,442.4
CAM0660,2024-03-11,Email,2910.24,522084,23673,1312,280959.9,9554.2
CAM0661,2024-06-17,Email,6017.57,1157929,23721,854,200524.28,3232.3
CAM0662,2024-10-17,Social,6388.49,1188183,34463,903,241329.16,3677.6
CAM0663,2024-01-11,Display,7459.96,822198,10635,160,12924.28,73.2
CAM0664,2024-01-13,Display,4322.21,377031,4937,45,11510.25,166.3
CAM0665,2024-10-08,Email,9030.41,587904,14446,549,152932.18,1593.5
CAM0666,2024-12-25,Social,1331.08,226808,6407,89,13992.4,951.2
CAM0667,2024-12-13,Email,945.31,53462,1028,63,15393.28,1528.4
CAM0668,2024-12-23,Email,8642.97,1395762,40237,1946,178503.35,1965.3
CAM0669,2024-08-05,Affiliate,1792.61,348875,16472,851,238076.56,13181.0
CAM0670,2024-12-10,Email,5931.52,914568,41874,2580,599800.87,10012.1
CAM0671,2024-01-16,Email,6180.0,852760,40279,1059,301923.5,4785.5
CAM0672,2024-10-19,Affiliate,6322.93,511048,11611,235,59658.09,843.5
CAM0673,2024-01-31,Display,3456.47,540221,8078,126,11260.31,225.8
CAM0674,2024-03-30,Display,6967.8,1145485,8894,76,22086.39,217.0
CAM0675,2024-08-20,Display,2720.58,229147,7884,95,9694.56,256.3
CAM0676,2024-08-02,Email,9006.4,1356869,31854,1674,489056.52,5330.1
CAM0677,2024-10-22,Email,9705.43,541662,24844,1062,312339.92,3118.2
CAM0678,2024-01-05,Social,6766.57,585920,15001,298,69093.71,921.1
CAM0679,2024-03-10,Display,3399.76,645039,25485,218,46473.31,1267.0
CAM0680,2024-03-17,Search,5707.05,450504,11802,1065,259153.81,4440.9
CAM0681,2024-12-06,Search,4346.73,360088,8154,756,88447.1,1934.8
CAM0682,2024-03-31,Affiliate,8661.57,1130138,40519,1940,250771.04,2795.2
CAM0683,2024-06-21,Affiliate,5653.63,818303,31659,961,193918.09,3330.0
CAM0684,2024-03-06,Social,7605.66,622799,27299,395,37497.73,393.0
CAM0685,2024-03-13,Email,6214.54,765284,10413,287,85707.94,1279.2
CAM0686,2024-06-19,Search,2885.2,258356,11248,717,193390.76,6602.9
CAM0687,2024-11-25,Email,6407.97,611649,13141,769,197207.47,2977.5
CAM0688,2024-12-22,Display,5008.06,577531,8266,86,10750.99,114.7
CAM0689,2024-12-14,Search,3419.82,333545,8031,631,106575.99,3016.4
CAM0690,2024-03-04,Display,6322.87,614613,27601,348,45997.73,627.5
CAM0691,2024-07-15,Social,5603.33,889890,37461,1220,211963.58,3682.8
CAM0692,2024-01-10,Search,7033.29,631548,14106,527,70195.08,898.0
CAM0693,2024-04-06,Social,6775.14,345261,5287,164,32322.73,377.1
CAM0694,2024-03-23,Display,3360.79,656286,20179,311,48542.2,1344.4
CAM0695,2024-11-27,Affiliate,11011.49,1802190,18140,789,102076.41,827.0
CAM0696,2024-10-16,Email,4528.6,851420,19576,854,179210.86,3857.3
CAM0697,2024-08-25,Affiliate,5262.35,747910,15891,318,46233.14,778.6
CAM0698,2024-02-14,Display,1753.14,90825,3358,43,8972.99,411.8
CAM0699,2024-02-03,Search,4902.48,588079,12455,970,246542.13,4928.9
CAM0700,2024-02-20,Display,4435.03,659873,4198,51,6388.54,44.0
CAM0701,2024-11-11,Search,6901.18,412305,19809,408,50338.13,629.4
CAM0702,2024-03-02,Display,3167.26,165232,8244,83,23370.63,637.9
CAM0703,2024-05-17,Social,4682.74,465351,10980,138,24227.06,417.4
CAM0704,2024-07-27,Search,3182.84,630335,10937,860,144377.28,4436.1
CAM0705,2024-08-29,Social,5929.91,473457,22069,78,10028.37,69.1
